,Stock,A,B,C,D,J,K,M,N,P,Q,W,X,Y,Z,
1287,EMD,0,0.173693086,0,0.23608769,0,0,0,0.505902192,0.084317032,0,0,0,0,0,1
1288,EME,0,0.083333333,0,0.208333333,0,0.083333333,0,0.125,0.333333333,0.125,0,0.041666667,0,0,1
1289,EMF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1290,EMITF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1291,EMKR,0,0.040650407,0,0.772357724,0,0.016260163,0,0,0.040650407,0.105691057,0,0,0,0.024390244,1
1292,EMLC,0,0.022780545,0,0.629944331,0.014649868,0.014649868,0,0,0.079841781,0.007324934,0.03662467,0.03662467,0.040360387,0.117198945,1
1293,EMLP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1294,EMN,0,0.009859988,0,0.453559456,0.019719976,0.078879905,0,0.132321041,0.177479787,0.069019917,0.009859988,0,0.009859988,0.039439953,1
1295,EMO,0,0,0,0.1,0,0.1,0,0.3,0,0,0,0,0.5,0,1
1296,EMR,0,0.020698909,0,0.301004968,0.02212642,0.053353223,0,0.308542226,0.07207503,0.127269742,0.003568777,0.000713755,0.017843887,0.072803061,1
1297,EMT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1298,EMXX,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.75,1
1299,EMZ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1300,ENB,0,0.0297442,0,0.538964902,0.0148721,0.0297442,0,0.1041047,0.0446163,0.148720999,0,0.0148721,0,0.0743605,1
1301,END,0,0,0,0.49068323,0,0,0,0.298136646,0.02484472,0.186335404,0,0,0,0,1
1302,ENDP,0,0,0,0.099304866,0.049652433,0.049652433,0,0,0.049652433,0.490566038,0,0,0,0.261171797,1
1303,ENH,0,0.046875,0,0.6875,0,0,0,0.109375,0.03125,0.0625,0,0,0.03125,0.03125,1
1304,ENI,0,0.043478261,0,0.173913043,0.043478261,0,0,0.586956522,0,0.043478261,0,0,0.02173913,0.086956522,1
1305,ENL,0,0.12134365,0,0.111341763,0,0,0,0.54727307,0,0,0.018871485,0,0,0.201170032,1
1306,ENMD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1307,ENOC,0,0.101419878,0,0,0,0,0,0,0,0.188640974,0,0,0,0.709939148,1
1308,ENPH,0,0,0,0,0,0,0,0,0.944444444,0,0,0,0.055555556,0,1
1309,ENR,0,0,0,0.406572929,0.033881077,0.016940539,0,0.288497374,0.033881077,0.13552431,0,0,0.050821616,0.033881077,1
1310,ENS,0,0,0,0.925531915,0.005319149,0.010638298,0,0.026595745,0.010638298,0.010638298,0,0,0.005319149,0.005319149,1
1311,ENSG,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,1
1312,ENTA,0,0,0,0.583333333,0,0.083333333,0,0,0.166666667,0.083333333,0,0,0,0.083333333,1
1313,ENTG,0,0.015966789,0,0.888232476,0,0,0,0,0.055883762,0.039916973,0,0,0,0,1
1314,ENTR,0,0,0,0.935483871,0,0,0,0,0,0.064516129,0,0,0,0,1
1315,ENV,0,0,0,0.057792333,0.038528222,0.019264111,0,0.845887112,0,0,0,0,0,0.038528222,1
1316,ENY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1317,ENZL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1318,ENZN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1319,EOC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1320,EOD,0,0,0,0.857327688,0,0.129381322,0,0,0.01329099,0,0,0,0,0,1
1321,EOG,0,0.027720377,0,0.609848294,0.042840583,0.047880651,0,0.082707525,0.050400685,0.105841439,0.002520034,0,0,0.030240411,1
1322,EOI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1323,EOPN,0,0,0,0.450980392,0,0,0,0,0,0.549019608,0,0,0,0,1
1324,EOS,0,0,0,0.166666667,0,0,0,0.766666667,0.016666667,0.05,0,0,0,0,1
1325,EOT,0,0,0,0.737876802,0,0.065530799,0,0.131061599,0.065530799,0,0,0,0,0,1
1326,EOX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1327,EPAM,0,0,0,0.1875,0.1875,0,0,0.125,0.3125,0,0,0,0.1875,0,1
1328,EPAX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1329,EPAY,0,0,0,0.600600601,0,0.05005005,0,0,0.05005005,0.249249249,0,0.025025025,0,0.025025025,1
1330,EPB,0,0.081566069,0,0.388254486,0,0,0,0.163132137,0.020391517,0.326264274,0,0,0.020391517,0,1
1331,EPD,0,0.101758977,0,0.743422009,0,0,0,0.082134031,0.04361099,0.014536997,0,0,0,0.014536997,1
1332,EPHE,0,0,0,0.13440253,0.291845494,0.027106393,0,0,0.44233115,0.018025751,0,0,0,0.086288683,1
1333,EPI,0,0.035356874,0,0.555871547,0.035356874,0.01721726,0,0,0.17480131,0.07993728,0.007686277,0.004611766,0.026133342,0.063027471,1
1334,EPIQ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1335,EPL,0,0,0,0.453988547,0.026634705,0.10653882,0,0.079904115,0.239712345,0.039952058,0,0,0,0.05326941,1
1336,EPOL,0,0,0,0.694305956,0.026239832,0,0,0,0.279454211,0,0,0,0,0,1
1337,EPP,0,0.002510355,0,0.290397891,0.042676039,0.00502071,0,0,0.589105058,0.05773817,0.00502071,0,0,0.007531066,1
1338,EPR,0,0.142857143,0.142857143,0.142857143,0,0,0,0.571428571,0,0,0,0,0,0,1
1339,EPU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1340,EPV,0,0.015021559,0,0.841253651,0,0.004636284,0,0,0.088089388,0.027817701,0,0,0,0.023181418,1
1341,EQIX,0,0.072110051,0.005546927,0.500887508,0.011093854,0.022187708,0,0,0.038828489,0.293876193,0,0,0.022187708,0.033281562,1
1342,EQM,0,0.285714286,0,0.571428571,0,0,0,0,0.142857143,0,0,0,0,0,1
1343,EQR,0,0.072680757,0.002994447,0.274733262,0.00290723,0.011628921,0,0.096752624,0.34351833,0.10466029,0.005814461,0.020350612,0.00290723,0.061051836,1
1344,EQT,0,0.233083254,0,0.319688251,0.007283852,0,0,0.17044213,0.050986962,0.04370311,0.021851555,0,0.094690072,0.058270814,1
1345,EQU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1346,EQY,0,0,0,0.028571429,0.028571429,0.057142857,0,0.742857143,0.028571429,0.028571429,0.028571429,0,0,0.057142857,1
1347,ERA,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,1
1348,ERC,0,0,0,0.611933058,0,0.048508368,0,0,0.024254184,0.291050206,0,0,0,0.024254184,1
1349,ERF,0,0,0,0.875,0,0,0,0,0.071428571,0.017857143,0,0,0,0.035714286,1
1350,ERIC,0.001530901,0.01275751,0,0.300260764,0.023223772,0.034812694,0,0,0.18690263,0.176671106,0,0.002551502,0.016839914,0.244449207,1
1351,ERJ,0,0.274596703,0,0.2659103,0.019234178,0,0,0.209803226,0.070909413,0.062045737,0.008863677,0,0,0.088636767,1
1352,EROC,0,0.018181818,0,0.963636364,0,0,0,0,0,0,0,0,0,0.018181818,1
1353,ERUS,0,0,0,0.031201248,0.093603744,0,0,0,0.875195008,0,0,0,0,0,1
1354,ERX,0,0.017710086,0,0.732223501,0.008855043,0.026565129,0,0,0.110776587,0.041884353,0,0,0.026565129,0.035420172,1
1355,ERY,0,0,0,0.362447745,0,0.013341635,0,0,0.506982122,0.099439651,0,0.008894423,0,0.008894423,1
1356,ESBF,0,0,0,0.8125,0,0,0,0,0,0.125,0,0,0,0.0625,1
1357,ESC,0,0,0,0,0,0,0,0.62992126,0.157480315,0,0,0,0,0.212598425,1
1358,ESCA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1359,ESD,0,0.024630542,0.123152709,0.532019704,0,0.073891626,0,0.246305419,0,0,0,0,0,0,1
1360,ESE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1361,ESGR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1362,ESI,0,0.080699395,0,0.497646268,0.042367182,0.067249496,0,0.09603228,0.108675185,0.013449899,0,0,0.026899798,0.066980498,1
1363,ESIO,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.666666667,1
1364,ESL,0,0.035587189,0,0.608540925,0,0,0,0.213523132,0.071174377,0.071174377,0,0,0,0,1
1365,ESR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1366,ESRX,0,0.009203583,0,0.526843785,0.024542889,0.089489508,0,0,0.157994846,0.119830654,0.003067861,0,0.019941097,0.049085777,1
1367,ESS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1368,ESV,0,0.053393469,0,0.507543231,0.021664632,0.068932918,0,0.084551148,0.072871942,0.114231693,0,0,0.005908536,0.07090243,1
1369,ETAK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1370,ETB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1371,ETE,0,0.045045045,0,0.459459459,0,0,0,0.405405405,0.045045045,0.045045045,0,0,0,0,1
1372,ETFC,0.010797387,0,0,0.721913297,0.007198258,0.039590419,0,0,0.013460743,0.070272994,0,0.010797387,0,0.125969515,1
1373,ETG,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1374,ETH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1375,ETJ,0,0,0,0.676840215,0.035906643,0,0,0.251346499,0,0.035906643,0,0,0,0,1
1376,ETM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1377,ETN,0,0.051695877,0,0.467519859,0.014373976,0.025217501,0,0.097944774,0.080696003,0.164203757,0.001260875,0.0050435,0.00252175,0.089522128,1
1378,ETO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1379,ETP,0,0.039522567,0,0.758438068,0.028614339,0.007904513,0,0.112244091,0.03248755,0.012884357,0,0,0,0.007904513,1
1380,ETR,0,0.143027414,0,0.308700834,0.035756853,0,0,0.357568534,0.035756853,0.095351609,0.011918951,0,0.011918951,0,1
1381,ETV,0,0,0,0,0,0.18018018,0,0.63963964,0,0.06006006,0,0,0,0.12012012,1
1382,ETW,0,0,0,0.441176471,0.117647059,0,0,0.382352941,0,0,0,0,0.058823529,0,1
1383,ETY,0,0,0,0.635460251,0.026150628,0,0,0.312238494,0,0,0.026150628,0,0,0,1
1384,EU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1385,EUFN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1386,EUM,0,0.247403669,0,0.293700864,0,0.009705911,0,0,0,0.16451519,0,0.058235465,0.061923712,0.16451519,1
1387,EUO,0,0,0,0.891566265,0,0,0,0,0.072289157,0.012048193,0,0,0,0.024096386,1
1388,EV,0,0.077120823,0,0.205655527,0,0.28277635,0,0.179948586,0.077120823,0,0.025706941,0,0.051413882,0.100257069,1
1389,EVC,0,0,0,0.798135929,0,0.04498685,0,0.059982467,0.041526323,0.055368431,0,0,0,0,1
1390,EVEP,0,0,0,0.968171429,0,0.017142857,0,0,0.005714286,0,0,0,0,0.008971429,1
1391,EVER,0,0.351699883,0,0.058616647,0,0.058616647,0,0.058616647,0.234466589,0.120750293,0,0,0,0.117233294,1
1392,EVF,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1
1393,EVG,0,0,0,0.870967742,0,0,0,0.129032258,0,0,0,0,0,0,1
1394,EVR,0,0.076923077,0,0.307692308,0,0,0,0.461538462,0.038461538,0.038461538,0,0,0.038461538,0.038461538,1
1395,EVT,0,0.071428571,0,0.071428571,0,0.214285714,0,0.642857143,0,0,0,0,0,0,1
1396,EVTC,0,0,0,0.810287123,0.017614937,0,0,0.017614937,0,0.154483002,0,0,0,0,1
1397,EVV,0.038216561,0,0,0.52866242,0.152866242,0.152866242,0,0,0,0.025477707,0,0,0,0.101910828,1
1398,EW,0,0.019822915,0.006607638,0.627725651,0.013215277,0.039645831,0,0.112329853,0.046253469,0.068322981,0.006607638,0.006607638,0,0.052861107,1
1399,EWA,0,0.003577434,0,0.219415924,0.102099953,0.004769911,0,0,0.335265147,0.067971237,0,0.001192478,0.04629199,0.219415924,1
1400,EWBC,0,0.052121338,0,0.198061086,0.020848535,0.062545606,0,0,0.218909622,0.302303763,0,0,0,0.145210049,1
1401,EWC,0,0,0,0.563432063,0.072493786,0.182839685,0,0,0.046603148,0.031068766,0,0,0,0.103562552,1
1402,EWD,0,0,0,0.100565504,0,0.028275212,0,0,0.714985862,0.146748351,0,0,0,0.009425071,1
1403,EWG,0,0,0,0.348039037,0.007310209,0.007310209,0,0,0.30892942,0.175445009,0.003655104,0.02558573,0.007310209,0.116415074,1
1404,EWH,0,0.003613761,0,0.130086369,0.130998844,0.031620411,0,0,0.608774212,0.031620411,0,0.002710321,0.014455045,0.046120627,1
1405,EWI,0,0,0,0.639504021,0.003961494,0.229766668,0,0,0.11092184,0,0,0,0,0.015845977,1
1406,EWJ,0,0.024502626,0,0.308577486,0.170888394,0.053042378,0,0,0.26508654,0.0336618,0.000972541,0,0.013498867,0.129769367,1
1407,EWK,0,0,0,0.108527132,0,0,0,0,0.403100775,0,0,0,0,0.488372093,1
1408,EWL,0,0,0,0.29788374,0,0.053576212,0,0,0.14894187,0.241092955,0,0,0,0.258505224,1
1409,EWM,0,0,0,0.376737846,0.039325559,0.001009642,0,0,0.565763037,0.010096421,0,0,0,0.007067495,1
1410,EWN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1411,EWP,0,0,0.009859389,0.324195025,0.00416008,0,0,0,0.52866295,0.079041518,0,0,0,0.054081038,1
1412,EWQ,0,0,0,0.069224113,0,0,0,0,0.507643496,0.089414479,0,0,0,0.333717912,1
1413,EWRM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1414,EWRS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1415,EWS,0,0.005490069,0,0.155354612,0.058764077,0.001196094,0,0,0.699768556,0.014951169,0.000598047,0,0.026798476,0.0370789,1
1416,EWT,0,0.008797541,0,0.114192083,0.110464125,0.058734584,0,0,0.442796738,0.048375479,0.000549846,0.037779941,0.018694775,0.159614888,1
1417,EWU,0,0.006453695,0,0.340948693,0.012907389,0,0,0,0.234075508,0.147402388,0,0,0.006453695,0.251758632,1
1418,EWV,0,0,0,0.105263158,0,0.894736842,0,0,0,0,0,0,0,0,1
1419,EWW,0,0,0,0.451571984,0.026081184,0.048605842,0,0,0.136748388,0.077058042,0,0.009484067,0,0.250450493,1
1420,EWX,0,0,0,0.142857143,0.142857143,0,0,0,0.571428571,0.142857143,0,0,0,0,1
1421,EWY,0,0,0,0.054714047,0.005759373,0.054714047,0,0,0.818579739,0.00863906,0,0.014398433,0,0.0431953,1
1422,EWZ,0,0.015078918,0,0.146907882,0.024074596,0.038994974,0,0,0.439531661,0.13679068,0,0.001174371,0.02639985,0.171047069,1
1423,EXAM,0,0,0,0,0,0.171499586,0,0.276166805,0.524716929,0,0.02761668,0,0,0,1
1424,EXAR,0,0,0,0.944444444,0,0.055555556,0,0,0,0,0,0,0,0,1
1425,EXAS,0,0.005988844,0,0.799741624,0.001711098,0.052513603,0,0,0.017966531,0.077726635,0.000855549,0.004277745,0.005270182,0.033948188,1
1426,EXC,0,0.009593138,0.006658766,0.524163422,0.036617572,0.084645336,0,0.052598612,0.044901529,0.165205124,0.01015744,0.00507872,0.011850347,0.048529993,1
1427,EXD,0,0,0,0.886363636,0,0,0,0.113636364,0,0,0,0,0,0,1
1428,EXEL,0,0,0,0.216350704,0,0.03840225,0,0,0.039916705,0.680990886,0,0,0.002704384,0.02163507,1
1429,EXG,0,0,0,0.873901941,0.018845761,0,0,0.081716037,0,0.005107252,0,0,0,0.020429009,1
1430,EXH,0,0,0,0.346938776,0.032653061,0.016326531,0,0.179591837,0.146938776,0.212244898,0,0,0.016326531,0.048979592,1
1431,EXI,0,0,0,0.884615385,0,0,0,0,0.038461538,0,0,0,0,0.076923077,1
1432,EXK,0,0.013720244,0.004573415,0.462166427,0.013720244,0.097185063,0,0.121652832,0.112048661,0.1086186,0.004573415,0.002286707,0.013720244,0.045734147,1
1433,EXL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1434,EXLP,0,0,0,0.291970803,0,0,0,0,0,0.708029197,0,0,0,0,1
1435,EXLS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1436,EXP,0,0.078651685,0,0.191011236,0.02247191,0.056179775,0,0.06741573,0.056179775,0.157303371,0,0,0,0.370786517,1
1437,EXPD,0,0.057692308,0,0.288461538,0,0.076923077,0,0,0.096153846,0.365384615,0.019230769,0,0.019230769,0.076923077,1
1438,EXPE,0,0.013827434,0,0.546183628,0.011522861,0.069137168,0,0,0.066049041,0.242579277,0.006913717,0.002304572,0.016132006,0.025350295,1
1439,EXPR,0,0,0,0.066688896,0,0.200066689,0,0.233411137,0.100033344,0.100033344,0,0,0,0.299766589,1
1440,EXR,0,0.028066236,0,0.666573113,0.070165591,0,0,0.129666012,0.028066236,0.077462812,0,0,0,0,1
1441,EXTR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1442,EXXI,0,0.017717931,0,0.424787385,0.026576896,0,0,0,0.017717931,0.389174344,0,0,0.026576896,0.097448618,1
1443,EZA,0,0,0,0.052802957,0.017600986,0,0,0,0.925195811,0.004400246,0,0,0,0,1
1444,EZCH,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0.04,1
1445,EZJ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1446,EZM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1447,EZPW,0,0.037037037,0,0.240740741,0.037037037,0.018518519,0,0,0.203703704,0.407407407,0,0,0,0.055555556,1
1448,EZU,0,0,0,0.003639076,0.007278153,0,0,0,0.820120453,0.005458615,0,0,0,0.163503703,1
1449,F,0,0.05513582,0.003997484,0.443850082,0.034346801,0.103017259,0,0.095031759,0.081266739,0.049028085,0.001998742,0.021565373,0.025142068,0.085619789,1
1450,FAF,0,0.055555556,0,0.25,0,0.055555556,0,0.333333333,0.083333333,0.111111111,0,0,0.027777778,0.083333333,1
1451,FALC,0,0,0,0.724137931,0,0,0,0,0,0.275862069,0,0,0,0,1
1452,FANG,0,0.017320816,0,0.219974365,0.006928326,0.031177469,0,0,0.017320816,0.683029064,0.003464163,0,0.006928326,0.013856653,1
1453,FARM,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,1
1454,FARO,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0.333333333,1
1455,FAS,0,0.015268303,0.000492526,0.533538552,0.047282488,0.09244219,0,0,0.11287709,0.1396705,0.000985052,0,0.01083557,0.046607728,1
1456,FAST,0,0.034853832,0,0.531520934,0.017426916,0.047924019,0,0,0.08277785,0.224502244,0.004356729,0,0,0.056637477,1
1457,FAX,0.00660066,0,0,0.622772277,0,0,0,0,0.112211221,0.258415842,0,0,0,0,1
1458,FAZ,0,0.009902624,0,0.424221819,0.039689718,0.137712494,0,0,0.116395445,0.074632778,0,0,0.026274963,0.17117016,1
1459,FB,0.003118016,0.001179391,0.000147424,0.635599042,0.007276844,0.077179368,0,0,0.063628162,0.142218376,0.000589696,0.000147424,0.0067815,0.062134757,1
1460,FBC,0,0,0,0.282861293,0,0,0,0.01815541,0.671750182,0.009077705,0,0,0,0.01815541,1
1461,FBG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1462,FBHS,0,0,0,0.929405712,0,0.000612479,0,0.051399207,0.00572055,0.008574701,0,0,0.001224957,0.003062393,1
1463,FBMI,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,1
1464,FBNK,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,1
1465,FBP,0,0,0,0.307692308,0,0.384615385,0,0,0,0.307692308,0,0,0,0,1
1466,FBR,0,0.03427158,0,0.253311678,0.014900687,0.007450343,0,0.459283873,0.043033184,0.044702061,0.023841099,0.038741786,0.001490069,0.078973641,1
1467,FBRC,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,1
1468,FBT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1469,FCAN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1470,FCEL,0,0,0,0.895399306,0,0.058304398,0,0,0.018142361,0.015133102,0,0,0,0.013020833,1
1471,FCF,0,0.023401666,0,0.238696995,0,0.009360666,0,0.232425349,0.023401666,0.121688664,0.004680333,0,0,0.34634466,1
1472,FCFS,0,0.222222222,0,0.222222222,0.055555556,0,0,0,0,0.111111111,0,0,0,0.388888889,1
1473,FCG,0,0,0,0.818071559,0,0,0,0,0.181928441,0,0,0,0,0,1
1474,FCH,0,0.072495288,0.004833019,0.009666038,0.014499058,0.241650959,0,0.043497173,0.125658499,0.453868832,0,0,0.009666038,0.024165096,1
1475,FCN,0,0,0,0.555555556,0,0.111111111,0,0.333333333,0,0,0,0,0,0,1
1476,FCNCA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1477,FCS,0,0.00799105,0,0.350367588,0.0159821,0.0319642,0,0.291673326,0.159821,0.059932875,0,0,0,0.08226786,1
1478,FCT,0,0,0,0.773593677,0,0,0,0.226406323,0,0,0,0,0,0,1
1479,FCX,0,0.006970035,0.012644639,0.417747912,0.013823945,0.070255164,0,0.103136387,0.07028613,0.185770394,0.001548323,0.000516108,0.021934578,0.095366385,1
1480,FDEF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1481,FDL,0,0,0,0.902912621,0,0,0,0,0.097087379,0,0,0,0,0,1
1482,FDML,0,0.090909091,0,0.545454545,0,0,0,0,0,0.363636364,0,0,0,0,1
1483,FDN,0,0,0,0.765037594,0,0,0,0,0.234962406,0,0,0,0,0,1
1484,FDO,0,0.033568312,0,0.49681101,0.010070493,0.026854649,0,0.073850285,0.214501511,0.067136623,0,0.003356831,0.010070493,0.063779792,1
1485,FDP,0,0,0,0.462468872,0.071149057,0.106723586,0,0.2490217,0.035574529,0.035574529,0,0,0,0.039487727,1
1486,FDS,0,0,0,0.363636364,0,0.454545455,0,0.022727273,0.090909091,0,0,0,0,0.068181818,1
1487,FDUS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1488,FDX,0,0.083054614,0,0.216525623,0.008978877,0.026936632,0,0.25293497,0.267548093,0.056073088,0.013468316,0,0.021683988,0.052795798,1
1489,FE,0,0.050505051,0,0.318181818,0.025252525,0.012626263,0,0.296717172,0.113636364,0.101010101,0,0,0.006313131,0.075757576,1
1490,FEIM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1491,FELE,0,0,0,0.814814815,0.037037037,0,0,0,0.037037037,0.111111111,0,0,0,0,1
1492,FEM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1493,FEN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1494,FENG,0,0,0,0.457142857,0,0.371428571,0,0,0.085714286,0,0,0,0,0.085714286,1
1495,FET,0,0,0,0.221448909,0,0.304017716,0,0.126542233,0.063271117,0.063271117,0,0,0,0.221448909,1
1496,FEU,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1497,FEX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1498,FEZ,0,0,0,0.145926671,0.045716376,0.091432751,0,0,0.090609856,0.402304105,0,0,0.009143275,0.214866965,1
1499,FF,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,1
1500,FFA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1501,FFBC,0,0,0,0.431818182,0,0,0,0,0,0,0,0,0.568181818,0,1
1502,FFC,0,0.0625,0,0.28125,0,0,0,0.15625,0,0.5,0,0,0,0,1
1503,FFG,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0.25,1
1504,FFIC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1505,FFIN,0,0,0,0.941417692,0,0,0,0,0,0.058582308,0,0,0,0,1
1506,FFIV,0,0.043798178,0,0.468377715,0.008759636,0.076121233,0,0,0.096355992,0.113875263,0,0,0.052557814,0.14015417,1
1507,FGB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1508,FGD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1509,FGEM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1510,FGM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1511,FGP,0,0,0,0.626631854,0.156657963,0.11227154,0,0.104438642,0,0,0,0,0,0,1
1512,FHN,0,0.023472801,0,0.338301743,0.017604601,0.020538701,0,0.117364004,0.152573206,0.180329793,0.0088023,0.041077402,0.0029341,0.09700135,1
1513,FHY,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0.333333333,1
1514,FIBK,0,0,0,0.176470588,0,0.058823529,0,0,0.058823529,0.588235294,0,0,0,0.117647059,1
1515,FICO,0,0,0,0,0,0,0,0.125,0.125,0.625,0,0,0,0.125,1
1516,FIF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1517,FIG,0,0,0,0.504217908,0,0.468679066,0,0.016939391,0.010163635,0,0,0,0,0,1
1518,FII,0,0.012943308,0,0.06044525,0.033652602,0.033652602,0,0.075071188,0.157908361,0.362309086,0.002588662,0,0.235568211,0.02586073,1
1519,FINL,0,0.02173913,0,0.347826087,0.02173913,0.152173913,0,0,0.02173913,0.347826087,0,0,0.02173913,0.065217391,1
1520,FIO,0,0.011838085,0.001945885,0.573340633,0.011838085,0.079226381,0,0.076769979,0.104989013,0.10618022,0.001479761,0,0.003699401,0.028692558,1
1521,FIRE,0,0.01723306,0,0.597022127,0.062039016,0.006893224,0,0,0.096505135,0.099951747,0,0,0.033294272,0.087061419,1
1522,FIS,0,0.019880716,0,0.225447316,0.006626905,0.006626905,0,0.449834327,0.112657389,0.125911199,0,0,0.006626905,0.046388337,1
1523,FISV,0,0.028409091,0,0.241477273,0.042613636,0.014204545,0,0,0,0.573863636,0.014204545,0,0.028409091,0.056818182,1
1524,FITB,0.013633637,0.007921143,0.003067568,0.229426842,0.022809075,0.020447047,0,0,0.078584283,0.272877243,0.026585592,0.12542946,0.023518024,0.175700087,1
1525,FIVE,0,0.068104427,0,0.63677639,0.113507378,0,0,0,0.022701476,0.045402951,0,0.045402951,0,0.068104427,1
1526,FIW,0,0,0,0.626984127,0,0,0,0,0.373015873,0,0,0,0,0,1
1527,FIX,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1528,FKU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1529,FL,0,0.007829014,0,0.377224279,0.016776459,0.033552919,0,0.215722898,0.073816421,0.199024729,0,0,0.008947445,0.067105837,1
1530,FLEX,0.002093539,0,0,0.150734832,0.054432023,0.023028933,0,0,0.175522338,0.209207386,0,0.056525562,0.014654775,0.313800611,1
1531,FLIR,0,0,0,0.713632763,0.006094217,0.121884332,0,0,0.01828265,0.119568529,0,0,0,0.02053751,1
1532,FLML,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1533,FLO,0,0.026462027,0,0.754763165,0,0.01984652,0,0.119079121,0.006615507,0.03969304,0.01984652,0,0,0.013694099,1
1534,FLOT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1535,FLOW,0,0,0,0.693641618,0,0,0,0,0,0.306358382,0,0,0,0,1
1536,FLR,0,0.043671301,0,0.473105757,0.0145571,0.056008443,0,0.156561613,0.074241211,0.131013902,0.003639275,0,0.003639275,0.043562122,1
1537,FLS,0,0.01785608,0,0.79459556,0.005952027,0.061365395,0,0.05356824,0.011904053,0.023808107,0,0.011904053,0.013094459,0.005952027,1
